revenue,profit,debt_ratio,current_ratio,gst_filings,litigation_flag,sector_growth,promoter_risk_score,years_in_business,interest_coverage,revenue_growth,cash_flow_positive,loan_default
14433.73,0.045,0.5012,1.848,4,0,-0.0377,0.0683,23,3.6238,0.3,1,0
2931.66,-0.1556,0.4859,3.2302,7,0,-0.0379,0.2158,19,1.9225,0.0832,1,0
5552.6,-0.0387,0.2197,1.2202,11,0,0.1195,0.5364,25,7.5424,0.0975,1,0
4884.34,0.3344,0.2538,2.3503,5,0,-0.0752,0.0939,24,2.353,0.1398,0,1
6962.57,0.0589,0.3986,1.788,4,1,0.082,0.0557,1,0.8571,0.3479,1,0
20909.79,0.0635,0.3643,0.7279,0,0,0.1304,0.2545,28,2.1084,-0.1268,1,0
31298.4,0.055,0.3043,1.0415,2,0,-0.0978,0.3346,29,4.1606,0.3089,1,1
225426.79,0.3856,0.1883,1.5297,9,0,0.1148,0.3503,44,1.5309,-0.2187,1,0
4926.92,0.3439,0.4521,2.8753,8,0,0.1396,0.0361,35,0.6078,-0.0831,0,0
96421.41,0.4328,0.1809,2.0789,8,0,0.0137,0.3214,17,8.8098,-0.0993,0,0
15978.78,0.0761,0.444,0.9197,4,0,0.0343,0.0516,11,29.8184,0.0518,1,0
20451.36,0.1443,0.1115,1.537,2,0,-0.1288,0.4116,37,1.8582,-0.07,0,0
60610.85,-0.1275,0.3756,4.5218,5,0,0.039,0.2489,7,1.6424,0.3342,1,0
4088.43,0.3215,0.1067,1.743,4,0,-0.1026,0.0697,26,0.9253,0.184,1,0
39089.71,-0.0752,0.428,1.3998,0,1,-0.019,0.0998,23,1.4092,0.0771,0,1
28273.45,0.1325,0.5277,2.1083,1,0,0.0098,0.1826,18,0.8007,-0.0956,1,0
46105.01,-0.0646,0.2735,2.415,11,0,-0.0656,0.1889,29,0.957,0.3603,1,0
33987.67,0.0117,0.3683,1.3125,4,0,-0.0747,0.1026,39,2.7232,0.0997,1,0
875850.08,-0.0256,0.5021,2.1197,8,0,-0.0698,0.1106,34,0.7686,0.0298,0,1
8462.42,0.0088,0.4733,1.3987,11,0,0.1721,0.2803,38,0.8397,0.0528,0,0
9931.88,0.0191,0.1555,2.3624,3,0,0.043,0.1248,8,3.2079,0.0356,1,0
8649.78,0.0178,0.2233,1.7947,8,0,0.1766,0.0398,21,1.6587,0.2492,1,0
9573.79,0.225,0.5626,2.098,2,0,0.0095,0.2288,21,3.6159,0.3061,1,0
8466.9,-0.0657,0.2609,1.128,0,0,0.0117,0.2682,49,2.0676,-0.1052,0,1
131074.98,0.1331,0.3654,1.0935,5,0,0.0076,0.0809,36,2.3433,-0.0505,1,0
185490.02,0.2827,0.2001,2.6452,9,0,-0.2482,0.0994,17,5.0738,-0.0405,0,0
9357.01,0.023,0.2791,1.5846,6,0,0.1007,0.1667,16,1.7525,0.144,0,0
6319.95,-0.0077,0.5845,1.9013,3,0,0.0393,0.4063,15,4.7959,0.2796,1,1
44672.94,0.0654,0.2187,1.4145,9,1,0.0551,0.3338,15,1.9428,-0.1946,1,0
9620.63,0.277,0.2737,2.5841,4,0,-0.1591,0.0471,40,1.4097,-0.1293,1,1
56919.75,0.1291,0.2356,1.2166,3,0,0.0471,0.3924,17,1.1512,0.0113,1,0
29863.27,0.0203,0.4487,1.5406,2,0,0.0061,0.3026,1,0.7223,0.1868,1,1
2267.39,0.1726,0.3416,2.4424,0,0,0.0626,0.1544,13,1.0077,-0.1082,1,0
224416.24,-0.0653,0.1885,2.9638,12,0,0.0424,0.1125,38,0.6578,0.0028,1,0
325727.53,0.2022,0.0697,1.2689,5,0,0.0015,0.2044,10,1.2268,-0.0643,1,1
8785.14,0.1613,0.287,4.3923,9,0,0.1063,0.2367,33,5.2425,0.2315,0,0
12313.45,0.0538,0.4232,1.9283,4,0,0.1525,0.0531,26,2.7003,0.0581,0,0
33819.68,-0.0258,0.2544,0.9788,10,0,0.0092,0.1603,12,1.9931,-0.0657,0,0
36376.75,-0.033,0.3667,1.9828,0,0,-0.0948,0.6699,19,1.5636,-0.1553,1,0
59149.09,0.1802,0.271,1.3614,4,0,-0.0883,0.1563,15,2.5472,0.0008,1,0
449237.42,0.2843,0.4015,2.0483,5,0,0.0923,0.2405,5,2.7848,0.0272,1,0
16891.73,0.0044,0.4634,1.6138,9,0,0.1796,0.0748,2,1.114,0.2495,1,0
6651.21,0.1688,0.0533,1.7111,4,0,-0.1314,0.1441,14,3.9387,0.2836,1,0
2782.27,-0.2131,0.2217,1.0452,0,1,-0.0518,0.2045,29,2.0949,-0.1566,1,0
7358.45,0.0123,0.2266,2.7048,4,0,0.0167,0.3897,41,3.4468,0.2769,1,0
20958.71,0.0953,0.2584,0.9249,9,0,-0.154,0.1355,1,2.6495,0.2225,1,0
325083.32,-0.0365,0.1391,0.9471,0,0,0.0403,0.0924,13,0.874,-0.0262,1,0
10133.31,-0.0405,0.3297,1.9812,10,0,0.0863,0.2967,49,7.6958,0.2316,1,0
30812.69,-0.0002,0.17,3.6745,2,0,0.098,0.3265,32,2.6935,-0.0784,1,0
21490.49,0.1438,0.2848,1.3822,11,0,0.01,0.2476,34,2.0256,0.1611,0,0
130952.5,0.0719,0.2498,2.3408,12,0,0.0144,0.199,14,4.3321,0.565,1,0
975200.76,-0.2357,0.116,2.8198,1,0,-0.0521,0.2724,38,1.077,0.1261,1,0
9933.78,-0.2181,0.2073,2.4777,12,0,-0.1271,0.3314,38,0.7715,0.0116,1,0
10570.7,0.009,0.3999,1.4111,0,0,0.0312,0.2251,41,4.243,-0.1828,1,0
105476.27,0.1687,0.1794,0.9555,3,0,0.0908,0.2633,15,6.8023,0.0964,0,0
61257.23,-0.3121,0.3428,0.5467,1,0,0.0516,0.2914,39,3.4183,0.2796,1,0
351533.75,0.025,0.2782,1.4457,4,0,0.1609,0.3565,6,5.1791,-0.0619,0,0
52885.91,0.0211,0.0524,2.9714,9,0,0.0845,0.4019,29,0.9871,0.1882,1,0
12849.52,0.3083,0.0622,0.9398,0,1,0.116,0.0993,37,2.0392,0.0273,1,1
53422.23,0.0422,0.1139,2.3399,11,0,0.0668,0.0753,19,1.6057,0.0003,0,0
116198.52,0.1574,0.1023,1.0252,9,0,0.2359,0.1717,1,6.1847,0.1779,0,0
75412.12,0.1212,0.7352,1.7385,0,1,0.001,0.4338,21,4.036,-0.2986,1,1
47141.6,-0.2196,0.3848,2.3488,10,1,0.1179,0.1479,39,6.2023,0.0417,0,0
109099.11,0.2152,0.2315,1.1856,9,0,0.0748,0.315,18,1.6581,0.2774,1,0
127254.38,0.1323,0.2379,1.7954,3,0,0.1238,0.0771,27,1.0995,0.043,1,0
175122.06,0.1762,0.204,1.3397,6,0,0.0834,0.3336,28,7.8716,0.0814,1,0
58282.95,0.6889,0.4192,2.3457,1,0,0.0458,0.3476,8,2.7757,0.0535,0,0
17142.62,-0.2126,0.188,1.8546,1,1,0.0878,0.2874,31,6.3719,0.4625,1,0
27448.6,0.3587,0.2443,1.696,0,0,0.1003,0.405,12,2.5807,0.157,0,0
134559.73,0.0569,0.3971,3.5937,4,0,0.1134,0.184,42,15.8486,-0.1752,1,0
6467.83,0.1431,0.2208,2.296,5,0,0.1963,0.1731,6,6.9755,-0.0932,1,0
38292.52,0.0932,0.0771,1.1675,12,0,0.0694,0.0683,26,2.3916,0.0988,0,0
12209.77,0.0364,0.5512,1.5794,5,0,-0.0597,0.0869,16,2.7633,0.3316,1,0
22996.96,0.0145,0.3046,1.5873,1,0,0.0665,0.0875,30,2.7709,0.2122,1,1
149893.12,0.1494,0.3881,1.7163,11,0,0.0055,0.286,19,1.0954,0.2785,1,0
29338.29,-0.1276,0.3828,5.8256,11,0,0.0028,0.113,18,1.8486,-0.146,0,0
23615.41,0.2126,0.4272,1.9846,6,0,0.0179,0.2967,24,1.7395,0.2062,1,0
2864.69,0.0376,0.1243,0.5957,5,0,-0.0403,0.2431,45,3.274,-0.0676,1,0
67466.09,-0.0695,0.0933,1.2568,7,0,-0.1899,0.3089,20,1.4161,0.056,1,0
58001.62,0.0325,0.5549,0.6274,5,0,0.1975,0.0829,7,2.4108,0.25,0,0
565170.13,0.2886,0.3221,1.3981,8,0,0.0011,0.0564,7,2.028,-0.0337,1,0
13881.78,0.0197,0.0065,0.6104,9,1,-0.1214,0.1202,16,2.8883,-0.2081,0,0
30599.09,0.1538,0.3239,1.0663,1,0,0.0679,0.4007,42,8.7977,0.0064,0,0
32018.7,-0.0096,0.1071,0.7708,6,1,0.1116,0.1935,47,6.5296,0.1042,1,1
234727.35,0.2137,0.1738,1.9979,4,0,0.0322,0.2802,14,0.9528,0.2166,1,0
19092.61,0.2028,0.2834,1.6492,0,0,-0.0789,0.1554,12,2.6079,-0.0978,1,0
33474.27,0.3773,0.1838,1.9184,2,0,-0.0916,0.5364,29,2.1334,-0.0308,1,0
54821.89,0.0737,0.5524,1.5647,3,0,0.2782,0.1599,15,1.6205,0.123,1,0
29141.36,0.2003,0.0849,0.8211,11,0,-0.091,0.2121,8,15.2171,0.1892,0,0
11275.07,0.1147,0.3731,2.1314,1,0,-0.1129,0.093,39,1.7835,0.1206,1,0
29470.2,0.2944,0.2702,4.3108,6,1,0.0191,0.0969,9,1.8852,0.0507,1,0
110243.59,-0.0078,0.1073,2.0231,0,0,0.1322,0.2897,46,11.062,-0.0679,1,0
4723.13,0.2118,0.4461,1.3325,2,1,0.2158,0.1852,28,5.9016,0.2574,1,0
26888.51,0.0708,0.3126,0.8073,11,0,0.0287,0.0633,27,1.9067,0.3227,1,0
7706.5,0.0904,0.0741,1.047,8,0,0.0273,0.3053,7,4.9952,-0.0369,0,0
132265.95,0.1138,0.3752,2.0679,10,0,-0.0784,0.105,44,2.2444,-0.0149,1,0
2242.22,0.1378,0.1831,2.8195,1,0,0.1588,0.2923,14,2.3673,0.2167,1,0
9524.45,0.0826,0.5373,1.8784,4,0,0.043,0.0356,11,1.4272,0.1135,0,0
38786.12,0.1322,0.4083,2.4595,3,0,0.0463,0.5691,32,0.3881,0.1964,1,0
230564.53,0.3367,0.3015,2.3486,11,1,0.0933,0.3167,28,0.8694,0.1342,0,0
19957.79,0.2478,0.2688,2.1239,2,0,0.0802,0.0704,6,1.1234,0.1559,1,0
9577.78,0.2304,0.5434,1.1862,4,0,0.036,0.3241,35,3.8008,-0.0014,0,0
370176.65,0.0317,0.2208,1.7985,5,0,0.1821,0.1697,6,3.0733,-0.3196,1,0
2509.85,-0.0334,0.0365,1.0788,0,0,-0.1104,0.411,24,6.4817,0.1187,1,0
813.86,0.2433,0.3004,1.6632,1,0,0.0711,0.207,9,1.038,0.218,1,0
42617.56,0.2314,0.357,1.9453,0,0,0.0907,0.0791,2,11.3524,0.1372,1,0
10372.56,0.3209,0.1722,3.8167,2,0,0.0088,0.1112,38,10.5432,-0.0692,0,0
4760.7,0.0094,0.208,0.8565,7,0,0.1116,0.1329,14,2.7964,-0.0358,1,0
63737.9,0.0656,0.2709,2.0975,7,0,0.1163,0.2433,31,1.5699,0.5714,1,0
31751.68,-0.1459,0.0419,3.4578,3,0,0.161,0.3804,30,1.6362,0.1504,1,0
9451.06,0.0411,0.4819,2.4095,5,1,0.0388,0.1621,27,3.1852,-0.3895,1,0
3227.76,0.2495,0.2696,2.5005,11,0,0.0283,0.1625,36,12.2567,-0.0348,1,0
81526.71,0.03,0.6208,2.2119,8,0,0.1039,0.4676,46,2.5195,0.0366,1,0
58413.47,0.1961,0.4688,3.1556,6,0,0.0303,0.1848,31,0.7667,-0.1677,1,0
18981.81,0.0714,0.2542,0.9572,1,0,-0.1021,0.1649,42,12.3826,0.054,1,0
351496.66,0.1486,0.1388,0.8245,10,1,0.1362,0.0298,6,1.9733,-0.0186,0,0
4424.32,-0.0722,0.3428,1.6435,1,0,-0.1334,0.2503,43,8.6975,0.1192,1,0
2234.36,0.1128,0.4582,0.5596,2,0,0.0902,0.3175,45,4.4845,0.023,1,0
7802.02,-0.3487,0.1064,3.0506,7,1,0.3038,0.1853,18,2.4139,-0.06,1,0
20570.66,0.072,0.1009,3.0354,9,0,0.1033,0.2363,14,5.887,0.0122,0,0
31729.72,-0.1446,0.497,1.3275,8,0,-0.0194,0.3375,20,1.5101,0.2494,1,0
15338.88,0.2809,0.3501,1.3697,12,0,0.0049,0.1424,11,2.1538,0.0928,1,0
37349.81,0.2166,0.3072,1.5901,2,0,0.0871,0.2723,37,1.7779,0.037,1,1
3370.08,0.17,0.2297,1.6922,8,0,0.0479,0.1476,40,2.3151,0.1502,1,0
192076.1,0.3282,0.4629,1.757,11,0,0.1256,0.1096,4,4.2131,0.0797,1,0
19472.79,-0.0423,0.1573,2.1795,11,0,0.195,0.4033,44,4.188,-0.1413,0,0
117705.82,0.3621,0.1532,1.5124,9,1,0.1814,0.2425,6,0.7833,0.2173,1,0
36830.74,0.2398,0.1262,2.6422,11,0,-0.0656,0.1406,23,1.771,-0.0449,1,0
43701.16,0.0645,0.1496,2.0606,7,1,0.0516,0.1724,8,2.0334,0.0115,0,0
51774.39,0.2703,0.2258,1.2172,4,0,0.0993,0.3035,30,4.3445,-0.2227,1,0
43112.27,-0.0659,0.7949,3.2141,10,0,0.2017,0.2221,36,0.8867,0.2444,1,0
57761.87,-0.0237,0.3152,0.836,9,0,0.0859,0.2719,42,4.7835,0.1049,1,0
161737.32,0.0087,0.3685,1.5745,2,1,-0.0184,0.3262,11,1.1037,0.137,0,1
29577.87,0.0207,0.1415,2.6737,10,0,0.0935,0.1603,47,3.3157,0.2428,1,0
63799.82,-0.0585,0.3619,1.1485,6,0,0.2319,0.1618,5,6.6296,0.2445,1,0
19252.5,0.2835,0.2381,1.9247,8,0,0.0248,0.2955,3,1.0187,-0.0609,1,0
191028.1,0.0612,0.2042,2.1634,11,0,-0.0201,0.0804,15,3.2983,0.0824,1,0
7985.73,0.1529,0.505,1.0722,5,1,0.0468,0.1334,2,2.3434,0.0628,1,1
328210.57,0.0144,0.4199,1.59,2,0,-0.0151,0.1628,2,1.2436,0.0439,0,0
20738.83,-0.1731,0.1849,1.5246,4,0,0.1327,0.4007,8,1.0202,-0.0809,1,0
2575.6,0.1405,0.3446,1.2512,6,0,-0.0144,0.1204,46,1.5434,0.365,0,0
26693.0,-0.1868,0.5556,5.2113,7,0,0.1793,0.3302,30,1.4213,0.2828,1,0
7930.11,0.0897,0.6207,1.1257,12,0,0.0995,0.3034,41,2.306,0.1687,0,0
77727.57,-0.1052,0.3326,2.725,11,0,0.1197,0.1137,5,1.9323,0.3514,0,0
8275.58,0.3981,0.4656,1.3547,3,1,0.1189,0.2238,30,3.8148,0.1749,1,0
11279.3,0.2367,0.3877,0.9576,1,0,0.1352,0.2852,44,5.1903,0.0194,1,0
1294.25,0.1159,0.2838,1.7357,9,0,0.0191,0.2645,10,0.8,-0.0043,0,0
11176.19,0.2896,0.1803,2.2808,1,1,-0.0478,0.2353,33,2.2244,0.1571,1,0
580.67,-0.0269,0.3607,2.6124,11,0,0.0024,0.2174,24,1.2713,-0.1956,1,0
2047.03,0.1815,0.2617,3.6007,2,0,0.1426,0.0711,19,1.141,0.2533,0,0
68914.51,0.13,0.3709,7.1895,7,0,-0.1266,0.1259,30,0.7749,-0.2457,1,0
71589.25,0.1396,0.1746,1.8687,0,0,-0.15,0.3733,25,0.7304,0.3005,1,0
41697.08,0.2909,0.3656,1.1835,6,0,0.0725,0.2415,11,1.7945,0.1793,0,1
5164.36,0.2099,0.1557,2.0677,5,1,0.1344,0.1908,49,3.7222,0.4701,1,0
20505.18,0.1433,0.1227,1.4432,1,0,0.148,0.1459,35,3.7117,0.116,1,0
21907.76,-0.1482,0.5412,2.6195,8,0,-0.0451,0.2679,1,1.171,0.2112,1,1
3875.59,-0.044,0.3335,0.8619,12,0,-0.068,0.2789,17,1.08,0.2194,1,0
210049.28,0.0816,0.1161,5.388,11,0,-0.0186,0.59,31,3.2917,-0.0971,0,0
82128.75,0.114,0.2827,2.5295,4,0,0.0107,0.245,6,1.9244,-0.1335,0,1
15812.46,-0.0695,0.3202,0.7103,1,0,0.0165,0.1085,13,5.5387,-0.1068,1,0
22932.92,0.4618,0.3728,1.1566,2,0,0.0621,0.1206,26,1.1179,0.0735,0,0
30108.84,0.3275,0.4629,2.4795,6,0,0.1906,0.0872,36,0.615,0.0785,1,0
1030.09,0.1903,0.3069,2.9688,6,1,0.0439,0.2879,5,4.437,0.0868,1,0
15202.79,0.1108,0.1634,0.8727,9,0,0.1438,0.3403,47,0.5993,0.1788,1,0
7919.03,0.0682,0.1129,2.3549,0,1,0.1155,0.0475,14,0.855,-0.0686,1,0
4902.84,-0.0428,0.292,0.6227,9,0,-0.021,0.3289,15,1.5914,0.2478,1,0
14448.55,0.1116,0.3911,1.5767,10,0,0.1143,0.1356,12,2.1641,0.1661,1,0
326612.52,0.1387,0.212,2.8749,10,0,0.1074,0.2903,46,4.3981,0.3961,1,0
57599.22,-0.0863,0.1759,1.2514,11,1,0.0499,0.1744,42,1.2076,0.1662,1,0
9350.93,0.1501,0.1782,0.7761,3,1,0.0674,0.0709,8,7.8004,0.0661,0,1
51993.51,0.0767,0.185,1.7738,5,1,0.0442,0.3346,31,0.8083,0.5095,0,0
179698.04,-0.1862,0.2872,1.2185,7,1,-0.0592,0.2916,26,2.0187,0.0632,0,1
88163.69,-0.0291,0.2441,2.2587,2,0,0.2866,0.3448,29,5.281,0.1379,1,0
24087.43,0.038,0.1004,1.059,2,0,0.1556,0.0515,4,5.5095,0.1669,1,0
8346.48,0.3832,0.5071,1.1204,7,0,0.1027,0.25,28,0.2556,0.2662,1,0
62776.43,0.1835,0.4575,0.6002,7,0,0.0095,0.1864,25,23.7209,0.0971,1,0
39744.55,-0.1003,0.2027,1.7949,7,1,0.0408,0.2146,40,2.1006,0.6334,1,0
84355.04,0.1729,0.2709,1.5213,0,0,-0.0672,0.2528,32,3.3965,-0.0347,1,1
57111.32,-0.1321,0.1236,0.9101,7,0,0.097,0.1009,36,2.0815,0.3779,1,0
106332.8,0.2624,0.2126,1.8165,7,0,0.0836,0.2601,11,15.0011,-0.2125,0,0
9868.93,0.0293,0.0178,2.7553,1,0,0.0293,0.1798,37,7.6253,-0.1169,1,0
158909.65,0.086,0.2127,1.4803,11,0,0.053,0.196,10,14.6729,-0.2312,1,0
29625.76,0.2989,0.3618,1.8853,8,0,0.0201,0.0994,38,3.9693,-0.105,1,0
495286.33,-0.0931,0.2292,1.8901,6,0,0.0006,0.0337,36,5.6391,-0.2472,1,0
7833.92,-0.1096,0.2383,0.9029,7,0,-0.0276,0.0813,27,1.1786,0.1016,1,1
297731.01,0.0125,0.4391,4.6103,1,0,-0.0521,0.2298,17,2.1997,-0.0986,1,0
29639.59,0.2558,0.3241,1.3029,3,0,-0.0202,0.0207,7,5.6427,0.383,0,0
8290.56,-0.1279,0.1564,2.2889,6,1,-0.0125,0.2482,9,3.5064,0.1805,1,0
10659.12,-0.3248,0.3922,2.422,5,0,0.1589,0.3199,35,2.9581,0.0933,1,0
13622.51,0.0323,0.2327,1.5376,6,0,-0.0119,0.1701,9,1.4615,0.1332,1,0
41616.37,0.1828,0.6021,2.2331,0,0,-0.1534,0.0393,36,6.9059,0.2092,1,0
48254.93,0.28,0.2548,1.8643,7,0,0.0792,0.1607,30,6.8279,0.3185,1,0
9315.64,0.0305,0.1176,0.8115,12,0,0.1124,0.4006,31,6.2574,-0.0194,1,0
21236.32,0.0383,0.1759,1.3964,6,0,0.1469,0.2554,19,3.4337,-0.0563,1,0
547657.59,0.2731,0.2285,1.2138,12,0,0.0666,0.0967,41,2.7403,0.163,0,0
293994.03,-0.1805,0.4772,1.3088,3,0,-0.064,0.0518,23,6.6813,0.3938,1,0
42382.27,0.0417,0.2013,0.859,0,1,-0.0299,0.1691,20,5.7514,-0.1924,1,0
23318.57,0.1286,0.1051,2.8957,7,0,0.11,0.0615,6,1.3309,0.1598,1,0
26371.71,0.1674,0.1369,3.673,9,0,0.1959,0.4297,43,3.5011,0.3382,1,0
55286.11,0.0235,0.0703,2.6885,6,1,-0.0643,0.2322,24,4.6018,0.2031,1,0
4749.58,0.1052,0.3296,3.112,7,0,0.0712,0.0419,47,1.5865,0.1464,1,0
14971.97,-0.2732,0.221,1.3877,9,0,-0.0055,0.3006,22,5.5999,0.1881,0,0
1802.85,0.0013,0.3872,1.1995,0,0,-0.0324,0.0784,6,4.8265,0.4407,1,0
40088.09,0.168,0.4148,1.1171,4,0,0.0535,0.1281,24,1.9483,0.239,1,0
58150.74,-0.0473,0.2506,2.2751,8,1,0.0366,0.2329,42,0.9181,-0.2302,1,0
10670.31,0.1088,0.474,1.8469,4,0,-0.1525,0.2424,22,4.3449,0.0631,0,0
233509.99,0.167,0.0575,1.5863,12,0,0.0702,0.3187,18,13.0879,0.0975,1,0
3502.92,0.0486,0.3855,3.1505,9,1,0.0828,0.2284,16,3.3345,0.2852,1,0
2449.01,0.1256,0.4871,2.0187,11,0,0.1247,0.1086,36,4.5408,0.0967,1,0
30843.39,-0.0444,0.2627,1.084,2,0,-0.0073,0.2558,13,1.0701,0.0832,1,0
105942.04,0.069,0.1881,1.173,8,0,-0.1088,0.2421,37,2.6163,0.0885,1,0
275375.68,0.1915,0.5491,2.3187,12,0,0.0079,0.3025,24,2.4864,0.128,1,0
11066.45,0.1235,0.1441,2.7756,8,0,0.1206,0.2408,19,1.3376,0.0613,1,0
111081.7,0.012,0.2868,2.1724,3,0,0.0424,0.3272,20,3.8645,-0.0038,0,1
20790.21,0.1336,0.1742,4.2565,3,1,0.1349,0.3449,27,3.7476,0.0505,1,0
17001.54,0.2072,0.1635,3.7341,10,0,-0.0801,0.3487,17,2.1483,0.141,1,0
82908.25,-0.2075,0.1041,2.0555,7,0,0.1312,0.2436,16,2.6907,0.2041,1,0
58599.67,0.2739,0.5195,1.0841,6,0,0.0749,0.3216,1,14.0463,0.6273,1,1
2070.22,0.0496,0.141,0.8564,10,0,0.0145,0.1767,21,1.6545,-0.1858,1,0
201755.23,0.1638,0.1943,1.3584,4,0,0.157,0.3278,27,1.0996,0.1974,0,0
174579.77,0.2796,0.3707,2.4027,5,1,0.074,0.1814,1,1.0786,0.3752,1,1
8618.41,-0.1058,0.2671,4.1096,2,0,-0.0484,0.2048,30,3.3179,-0.0747,0,0
39882.99,-0.0064,0.1816,2.0314,5,0,0.1482,0.1683,20,0.355,0.2169,1,0
46214.33,0.0567,0.1725,2.9576,12,0,0.0258,0.2939,24,1.8071,0.007,0,0
32565.56,-0.0176,0.2746,1.4584,7,0,0.0537,0.1664,46,1.2524,-0.0233,1,0
9648.35,0.3602,0.181,2.251,9,1,-0.0363,0.0861,2,2.5966,-0.0666,1,0
8043.06,-0.0285,0.3913,2.4885,12,0,0.0448,0.3695,15,2.6052,0.0619,1,0
21198.14,0.0167,0.3793,0.6128,10,0,-0.0446,0.1164,29,3.5815,0.0544,1,0
127911.45,0.1307,0.2965,1.3408,8,1,0.0328,0.2121,35,4.4478,0.2307,1,0
49781.58,-0.0803,0.3526,2.6508,2,0,0.0531,0.2339,13,6.7763,-0.2088,1,0
12633.14,0.0406,0.1937,1.8912,7,0,0.1106,0.2127,19,2.0484,0.25,0,0
70090.89,0.1476,0.2683,0.9064,11,0,-0.0907,0.1138,1,1.5951,0.2456,0,0
307.1,0.0501,0.1822,0.4892,2,1,0.1503,0.1066,45,5.3769,0.1418,0,0
123395.33,0.086,0.5262,1.3732,1,0,0.1534,0.4047,47,0.721,0.5376,1,0
1620.4,0.0206,0.1248,1.5908,4,0,0.0311,0.1642,16,4.9823,0.3267,0,0
12788.97,-0.1272,0.2508,1.0598,3,0,0.0629,0.1559,43,3.0478,-0.0202,1,0
4107.19,0.1482,0.2858,1.771,12,0,0.0807,0.1056,3,3.8932,-0.1579,1,0
3158.9,0.3632,0.2621,2.1238,4,0,0.0583,0.251,40,3.64,-0.0576,1,0
125648.07,0.1028,0.487,2.3056,5,0,0.1103,0.2356,6,3.0318,-0.0362,1,0
10921.06,0.1338,0.2166,0.5077,2,0,0.0113,0.0893,31,3.1322,-0.2856,1,1
37040.08,0.2039,0.2806,0.8546,0,0,-0.026,0.2128,5,1.118,0.1789,1,0
20529.52,-0.0904,0.3466,1.4158,3,0,0.0928,0.6439,26,1.6144,-0.1828,1,0
45051.49,0.3554,0.2943,2.1948,5,0,-0.1026,0.3816,28,11.2666,0.1266,0,1
24716.66,0.1303,0.3114,2.1056,1,0,0.1119,0.2906,15,4.6566,0.2676,0,0
3214.77,0.3448,0.1671,2.0874,1,0,0.1223,0.2708,9,6.3502,0.3599,1,0
98164.53,-0.01,0.1041,1.3611,0,0,-0.0282,0.0253,22,2.0621,0.0297,1,0
10502.46,0.3727,0.1971,1.3996,8,0,0.1922,0.5629,37,2.8965,-0.0633,0,0
2132.66,0.2163,0.3868,1.1455,2,0,0.0149,0.2802,21,4.1427,0.3473,1,1
11589.18,0.183,0.2895,2.4208,1,1,0.0063,0.4715,42,7.1318,0.3813,0,0
209219.6,0.1351,0.2556,1.0406,3,0,-0.0154,0.4213,29,2.4058,0.2165,0,1
78852.37,0.0627,0.2244,2.5219,5,0,0.0948,0.2547,26,3.9815,-0.0584,1,0
13056.24,0.2801,0.601,1.8293,0,0,0.0109,0.0201,6,4.7997,-0.1834,1,0
13044.39,0.1211,0.5706,1.612,8,0,-0.0937,0.2226,11,5.7427,0.3032,0,0
13596.22,-0.1951,0.2567,1.1873,8,0,0.0842,0.2099,36,2.3133,0.0677,0,0
496392.38,-0.0676,0.0833,0.8371,7,1,0.0209,0.2436,20,7.579,0.328,1,0
39061.91,0.0721,0.7559,1.1926,5,0,0.1586,0.2098,44,0.8711,-0.053,1,0
41984.78,0.1465,0.8197,1.3979,3,1,0.0809,0.145,20,1.1012,0.3017,1,0
103303.36,0.0915,0.4854,0.5043,1,0,0.0766,0.4031,27,3.9929,0.3615,1,0
31513.89,0.2828,0.2347,1.4938,7,0,0.1515,0.1917,6,3.9096,0.0316,0,0
14934.61,-0.1927,0.5687,2.6174,6,0,0.066,0.1843,33,2.2525,0.1417,0,0
16407.19,0.1215,0.4436,2.1894,11,0,0.1282,0.4502,30,1.9082,-0.1522,1,0
19783.39,-0.1727,0.2742,1.2865,3,0,-0.015,0.0524,34,1.9287,-0.1472,1,0
20830.36,0.214,0.3147,1.6879,2,0,0.2146,0.0904,5,1.3241,0.1435,0,0
65607.44,0.0858,0.1164,1.2485,5,1,0.0775,0.1271,16,2.6223,-0.028,1,1
23811.38,0.1629,0.4649,1.776,0,0,-0.0702,0.2142,12,0.7828,0.1281,1,0
66102.39,-0.0296,0.4309,3.561,1,0,0.0638,0.48,12,6.7235,0.1128,1,0
19514.74,0.2919,0.2472,2.6758,6,0,0.0687,0.2253,11,3.6895,0.2105,1,0
24783.98,0.2563,0.0971,2.1391,10,1,0.0625,0.1283,21,7.6524,0.1859,0,1
1099.6,0.1875,0.1667,1.2886,2,0,-0.18,0.178,7,3.0921,0.2641,0,0
87072.08,0.0806,0.1354,2.3988,12,1,-0.0048,0.1099,34,2.6386,0.1254,1,0
37039.22,0.187,0.3932,0.7093,0,0,-0.0883,0.0663,29,3.0052,0.1415,1,0
98421.56,-0.006,0.2601,1.4533,1,0,-0.0868,0.1619,6,1.5533,0.0796,1,0
285.89,0.2283,0.4494,2.2075,9,0,0.0666,0.0691,36,1.0053,0.2899,1,0
505125.43,0.3474,0.0748,2.3874,9,0,-0.0061,0.279,34,1.2366,0.4481,0,0
17865.3,0.2606,0.4079,2.3047,8,0,0.0136,0.0772,49,1.9328,0.2299,1,0
116107.79,-0.0094,0.3073,1.9106,6,0,-0.0395,0.0484,8,1.3409,0.1795,0,0
4629.21,0.1542,0.3948,1.495,6,0,0.1879,0.1959,37,7.9963,0.0365,1,0
